src,dst,rel,desc
정묘,임자,귀인,감정에 귀인의 조력 출현. 정묘-임자 상호보완 기운.
정묘,임자,해,"피로·오해의 흐름, 능률에서 속도조절 필요."
정묘,계축,형,정묘와 계축 사이의 내적 긴장. 심리적 피로 경계.
정묘,계축,충,정묘와 계축 충돌. 관계 방향 수정의 전환점.
정묘,계축,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
정묘,계축,귀인,일상에 귀인의 조력 출현. 정묘-계축 상호보완 기운.
정묘,갑인,귀인,도움 손길이 다가오며 명예 성과 향상.
정묘,갑인,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
정묘,을묘,귀인,진로에 귀인의 조력 출현. 정묘-을묘 상호보완 기운.
정묘,을묘,형,"규칙과 자유의 마찰, 능률에서 자기통제 필요."
정묘,병진,합,정묘와 병진의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
정묘,정사,합,화-화합기운으로 우호관계·창조적 아이디어 발동.
정묘,무오,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
정묘,기미,생,"성장과 발전의 시기, 화이 토을 북돋워 활력을 준다."
정묘,경신,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
정묘,신유,극,"화-금의 충돌로 현실점검 필요, 경험치가 성장한다."
정묘,임술,귀인,사회에 귀인의 조력 출현. 정묘-임술 상호보완 기운.
정묘,임술,형,정묘와 임술 사이의 내적 긴장. 심리적 피로 경계.
정묘,계해,형,"규칙과 자유의 마찰, 사회에서 자기통제 필요."
정묘,계해,충,화-수 대립으로 이동·변화 발생.
정묘,계해,해,정묘와 계해의 해(害)기운. 감정 노출과 정리의 시기.
무진,갑자,귀인,좋은 인연·정보가 열려 진로 안정.
무진,갑자,해,무진와 갑자의 해(害)기운. 감정 노출과 정리의 시기.
무진,갑자,충,무진와 갑자 충돌. 능률 방향 수정의 전환점.
무진,을축,귀인,진로에 귀인의 조력 출현. 무진-을축 상호보완 기운.
무진,을축,충,토-목 대립으로 이동·변화 발생.
무진,병인,충,기존 구조가 흔들리지만 새로운 선택의 기회.
무진,병인,해,무진와 병인의 해(害)기운. 감정 노출과 정리의 시기.
무진,정묘,귀인,도움 손길이 다가오며 명예 성과 향상.
무진,정묘,충,무진와 정묘 충돌. 대인관계 방향 수정의 전환점.
무진,무진,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
무진,기사,합,무진와 기사의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
무진,경오,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
무진,신미,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
무진,임신,극,"토-수의 충돌로 현실점검 필요, 경험치가 성장한다."
무진,계유,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
무진,갑술,해,"정서적 정리와 단절, 새 순환을 준비."
무진,갑술,귀인,도움 손길이 다가오며 관계 성과 향상.
무진,갑술,형,"형세 재편의 시기, 감정관리 중요."
무진,갑술,충,기존 구조가 흔들리지만 새로운 선택의 기회.
무진,을해,해,"정서적 정리와 단절, 새 순환을 준비."
무진,을해,형,"형세 재편의 시기, 감정관리 중요."
무진,병자,귀인,좋은 인연·정보가 열려 진로 안정.
무진,병자,형,무진와 병자 사이의 내적 긴장. 심리적 피로 경계.
무진,병자,충,토-화 대립으로 이동·변화 발생.
무진,정축,귀인,도움 손길이 다가오며 명예 성과 향상.
무진,정축,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
무진,정축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
무진,무인,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
무진,기묘,합,무진와 기묘의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
무진,경진,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
무진,신사,생,내면이 밝아지고 진로에 기회가 열린다.
무진,임오,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
무진,계미,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
무진,갑신,귀인,도움 손길이 다가오며 진로 성과 향상.
무진,갑신,형,"규칙과 자유의 마찰, 능률에서 자기통제 필요."
무진,을유,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
무진,을유,귀인,좋은 인연·정보가 열려 재정 안정.
무진,을유,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
무진,병술,충,무진와 병술 충돌. 진로 방향 수정의 전환점.
무진,병술,해,"정서적 정리와 단절, 새 순환을 준비."
무진,병술,귀인,좋은 인연·정보가 열려 능률 안정.
무진,정해,귀인,사회에 귀인의 조력 출현. 무진-정해 상호보완 기운.
무진,정해,해,무진와 정해의 해(害)기운. 감정 노출과 정리의 시기.
무진,정해,충,토-화 대립으로 이동·변화 발생.
무진,무자,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
무진,기축,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
무진,경인,생,내면이 밝아지고 명예에 기회가 열린다.
무진,신묘,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
무진,임진,극,"토-수의 충돌로 현실점검 필요, 경험치가 성장한다."
무진,계사,극,"토-수의 충돌로 현실점검 필요, 경험치가 성장한다."
무진,갑오,형,"형세 재편의 시기, 감정관리 중요."
무진,갑오,충,토-목 대립으로 이동·변화 발생.
무진,갑오,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
무진,을미,충,무진와 을미 충돌. 사회 방향 수정의 전환점.
무진,을미,귀인,감정에 귀인의 조력 출현. 무진-을미 상호보완 기운.
무진,병신,형,"형세 재편의 시기, 감정관리 중요."
무진,병신,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
무진,정유,형,무진와 정유 사이의 내적 긴장. 심리적 피로 경계.
무진,정유,해,무진와 정유의 해(害)기운. 감정 노출과 정리의 시기.
무진,정유,귀인,도움 손길이 다가오며 생활 성과 향상.
무진,정유,충,무진와 정유 충돌. 감정 방향 수정의 전환점.
무진,무술,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
무진,기해,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
무진,경자,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
무진,신축,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
무진,임인,극,"토-수의 충돌로 현실점검 필요, 경험치가 성장한다."
무진,계묘,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
무진,갑진,해,"정서적 정리와 단절, 새 순환을 준비."
무진,갑진,귀인,도움 손길이 다가오며 재정 성과 향상.
무진,갑진,충,무진와 갑진 충돌. 대인관계 방향 수정의 전환점.
무진,갑진,형,무진와 갑진 사이의 내적 긴장. 심리적 피로 경계.
무진,을사,충,토-목 대립으로 이동·변화 발생.
무진,을사,귀인,도움 손길이 다가오며 직업 성과 향상.
무진,병오,형,무진와 병오 사이의 내적 긴장. 심리적 피로 경계.
무진,병오,귀인,도움 손길이 다가오며 관계 성과 향상.
무진,병오,해,"피로·오해의 흐름, 능률에서 속도조절 필요."
무진,정미,귀인,도움 손길이 다가오며 명예 성과 향상.
무진,정미,형,"형세 재편의 시기, 감정관리 중요."
무진,무신,합,무진와 무신의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
무진,기유,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
무진,경술,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
무진,신해,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
무진,임자,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
무진,계축,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
무진,갑인,귀인,좋은 인연·정보가 열려 사회 안정.
무진,갑인,형,"형세 재편의 시기, 감정관리 중요."
무진,갑인,충,토-목 대립으로 이동·변화 발생.
무진,갑인,해,"피로·오해의 흐름, 능률에서 속도조절 필요."
무진,을묘,귀인,진로에 귀인의 조력 출현. 무진-을묘 상호보완 기운.
무진,을묘,충,무진와 을묘 충돌. 재정 방향 수정의 전환점.
무진,을묘,형,무진와 을묘 사이의 내적 긴장. 심리적 피로 경계.
무진,병진,형,"형세 재편의 시기, 감정관리 중요."
무진,병진,충,기존 구조가 흔들리지만 새로운 선택의 기회.
무진,병진,해,"피로·오해의 흐름, 능률에서 속도조절 필요."
무진,정사,귀인,도움 손길이 다가오며 사회 성과 향상.
무진,정사,충,무진와 정사 충돌. 관계 방향 수정의 전환점.
무진,정사,형,"형세 재편의 시기, 감정관리 중요."
무진,무오,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
무진,기미,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
무진,경신,생,내면이 밝아지고 명예에 기회가 열린다.
무진,신유,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
무진,임술,극,"토-수의 충돌로 현실점검 필요, 경험치가 성장한다."
무진,계해,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
기사,갑자,충,기사와 갑자 충돌. 명예 방향 수정의 전환점.
기사,갑자,형,"형세 재편의 시기, 감정관리 중요."
기사,갑자,귀인,대인관계에 귀인의 조력 출현. 기사-갑자 상호보완 기운.
기사,을축,형,기사와 을축 사이의 내적 긴장. 심리적 피로 경계.
기사,을축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
기사,을축,귀인,도움 손길이 다가오며 생활 성과 향상.
기사,병인,충,토-화 대립으로 이동·변화 발생.
기사,병인,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
기사,병인,귀인,도움 손길이 다가오며 생활 성과 향상.
기사,정묘,귀인,좋은 인연·정보가 열려 명예 안정.
기사,무진,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
기사,기사,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
기사,경오,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
기사,신미,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
기사,임신,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
기사,계유,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
기사,갑술,귀인,도움 손길이 다가오며 진로 성과 향상.
기사,갑술,해,"정서적 정리와 단절, 새 순환을 준비."
기사,을해,형,"형세 재편의 시기, 감정관리 중요."
기사,을해,충,기사와 을해 충돌. 재정 방향 수정의 전환점.
기사,을해,귀인,좋은 인연·정보가 열려 감정 안정.
기사,병자,형,"형세 재편의 시기, 감정관리 중요."
기사,병자,해,기사와 병자의 해(害)기운. 감정 노출과 정리의 시기.
기사,정축,형,"형세 재편의 시기, 감정관리 중요."
기사,정축,해,기사와 정축의 해(害)기운. 감정 노출과 정리의 시기.
기사,무인,합,기사와 무인의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
기사,기묘,합,기사와 기묘의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
기사,경진,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
기사,신사,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
기사,임오,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
기사,계미,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
기사,갑신,귀인,도움 손길이 다가오며 사회 성과 향상.
기사,갑신,형,기사와 갑신 사이의 내적 긴장. 심리적 피로 경계.
기사,갑신,해,"정서적 정리와 단절, 새 순환을 준비."
기사,갑신,충,기존 구조가 흔들리지만 새로운 선택의 기회.
기사,을유,충,토-목 대립으로 이동·변화 발생.
기사,을유,귀인,관계에 귀인의 조력 출현. 기사-을유 상호보완 기운.
기사,을유,형,기사와 을유 사이의 내적 긴장. 심리적 피로 경계.
기사,병술,충,토-화 대립으로 이동·변화 발생.
기사,병술,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
기사,병술,귀인,일상에 귀인의 조력 출현. 기사-병술 상호보완 기운.
기사,정해,귀인,도움 손길이 다가오며 진로 성과 향상.
기사,정해,충,기사와 정해 충돌. 직업 방향 수정의 전환점.
기사,무자,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
기사,기축,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
기사,경인,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
기사,신묘,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
기사,임진,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
기사,계사,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
